name,url,value,power,level
Doppelganger (Spider-Man) (Earth-616),https://marvel.fandom.com/wiki/Doppelganger_(Spider-Man)_(Earth-616),Slow_or_Impaired,Intelligence,1
Draconus (Earth-616),https://marvel.fandom.com/wiki/Draconus_(Earth-616),Slow_or_Impaired,Intelligence,1
Dreamstalker (Earth-616),https://marvel.fandom.com/wiki/Dreamstalker_(Earth-616),Slow_or_Impaired,Intelligence,1
Edward Cobert (Earth-616),https://marvel.fandom.com/wiki/Edward_Cobert_(Earth-616),Slow_or_Impaired,Intelligence,1
Edward Whelan (Earth-616),https://marvel.fandom.com/wiki/Edward_Whelan_(Earth-616),Slow_or_Impaired,Intelligence,1
Elektro (Earth-616),https://marvel.fandom.com/wiki/Elektro_(Earth-616),Slow_or_Impaired,Intelligence,1
Elendil (Earth-616),https://marvel.fandom.com/wiki/Elendil_(Earth-616),Slow_or_Impaired,Intelligence,1
Frank Bigelow (Earth-616),https://marvel.fandom.com/wiki/Frank_Bigelow_(Earth-616),Slow_or_Impaired,Intelligence,1
Frank Simpson (Earth-616),https://marvel.fandom.com/wiki/Frank_Simpson_(Earth-616),Slow_or_Impaired,Intelligence,1
Friedrich von Roehm (Earth-616),https://marvel.fandom.com/wiki/Friedrich_von_Roehm_(Earth-616),Slow_or_Impaired,Intelligence,1
Fury (Earth-238),https://marvel.fandom.com/wiki/Fury_(Earth-238),Slow_or_Impaired,Intelligence,1
Garthan Saal (Earth-616),https://marvel.fandom.com/wiki/Garthan_Saal_(Earth-616),Slow_or_Impaired,Intelligence,1
Godstorm (Earth-616),https://marvel.fandom.com/wiki/Godstorm_(Earth-616),Slow_or_Impaired,Intelligence,1
Gorgilla (Earth-616),https://marvel.fandom.com/wiki/Gorgilla_(Earth-616),Slow_or_Impaired,Intelligence,1
Gwendolyne Stacy (Clone) (Earth-1610),https://marvel.fandom.com/wiki/Gwendolyne_Stacy_(Clone)_(Earth-1610),Slow_or_Impaired,Intelligence,1
Harold Hogan (Earth-616),https://marvel.fandom.com/wiki/Harold_Hogan_(Earth-616),Slow_or_Impaired,Intelligence,1
Hecatomb (Earth-616),https://marvel.fandom.com/wiki/Hecatomb_(Earth-616),Slow_or_Impaired,Intelligence,1
Hi-Vo (Earth-616),https://marvel.fandom.com/wiki/Hi-Vo_(Earth-616),Slow_or_Impaired,Intelligence,1
Ina (Earth-616),https://marvel.fandom.com/wiki/Ina_(Earth-616),Slow_or_Impaired,Intelligence,1
Infant Terrible (Earth-616),https://marvel.fandom.com/wiki/Infant_Terrible_(Earth-616),Slow_or_Impaired,Intelligence,1
Isaiah Bradley (Earth-616),https://marvel.fandom.com/wiki/Isaiah_Bradley_(Earth-616),Slow_or_Impaired,Intelligence,1
It the Living Colossus (Earth-616),https://marvel.fandom.com/wiki/It_the_Living_Colossus_(Earth-616),Slow_or_Impaired,Intelligence,1
Ivan Kronov (Earth-616),https://marvel.fandom.com/wiki/Ivan_Kronov_(Earth-616),Slow_or_Impaired,Intelligence,1
John Horton (Earth-616),https://marvel.fandom.com/wiki/John_Horton_(Earth-616),Slow_or_Impaired,Intelligence,1
Kerberos (Earth-616),https://marvel.fandom.com/wiki/Kerberos_(Earth-616),Slow_or_Impaired,Intelligence,1
Klaatu (Earth-616),https://marvel.fandom.com/wiki/Klaatu_(Earth-616),Slow_or_Impaired,Intelligence,1
Krakoa (Earth-616),https://marvel.fandom.com/wiki/Krakoa_(Earth-616),Slow_or_Impaired,Intelligence,1
Kyle Gibney (Earth-295),https://marvel.fandom.com/wiki/Kyle_Gibney_(Earth-295),Slow_or_Impaired,Intelligence,1
Living Brain (Earth-616),https://marvel.fandom.com/wiki/Living_Brain_(Earth-616),Slow_or_Impaired,Intelligence,1
Malcolm Murphy (Earth-616),https://marvel.fandom.com/wiki/Malcolm_Murphy_(Earth-616),Slow_or_Impaired,Intelligence,1
Man-oo (Earth-616),https://marvel.fandom.com/wiki/Man-oo_(Earth-616),Slow_or_Impaired,Intelligence,1
Marrina Smallwood (Earth-616),https://marvel.fandom.com/wiki/Marrina_Smallwood_(Earth-616),Slow_or_Impaired,Intelligence,1
Max (Punisher's Dog) (Earth-616),https://marvel.fandom.com/wiki/Max_(Punisher%27s_Dog)_(Earth-616),Slow_or_Impaired,Intelligence,1
Mechano (Earth-616),https://marvel.fandom.com/wiki/Mechano_(Earth-616),Slow_or_Impaired,Intelligence,1
Mike Columbus (Earth-616),https://marvel.fandom.com/wiki/Mike_Columbus_(Earth-616),Slow_or_Impaired,Intelligence,1
Milos Masaryk (Earth-616),https://marvel.fandom.com/wiki/Milos_Masaryk_(Earth-616),Slow_or_Impaired,Intelligence,1
Mort Graves (Earth-616),https://marvel.fandom.com/wiki/Mort_Graves_(Earth-616),Slow_or_Impaired,Intelligence,1
Native (Earth-616),https://marvel.fandom.com/wiki/Native_(Earth-616),Slow_or_Impaired,Intelligence,1
Nimo (Earth-616),https://marvel.fandom.com/wiki/Nimo_(Earth-616),Slow_or_Impaired,Intelligence,1
Normie (Earth-616),https://marvel.fandom.com/wiki/Normie_(Earth-616),Slow_or_Impaired,Intelligence,1
Omnivore (Earth-616),https://marvel.fandom.com/wiki/Omnivore_(Earth-616),Slow_or_Impaired,Intelligence,1
Paul Cartier (Earth-616),https://marvel.fandom.com/wiki/Paul_Cartier_(Earth-616),Slow_or_Impaired,Intelligence,1
Paul-Philip Ravage (Earth-928),https://marvel.fandom.com/wiki/Paul-Philip_Ravage_(Earth-928),Slow_or_Impaired,Intelligence,1
Peter Quinn (Earth-616),https://marvel.fandom.com/wiki/Peter_Quinn_(Earth-616),Slow_or_Impaired,Intelligence,1
Phaeder (Earth-616),https://marvel.fandom.com/wiki/Phaeder_(Earth-616),Slow_or_Impaired,Intelligence,1
Preak (Earth-616),https://marvel.fandom.com/wiki/Preak_(Earth-616),Slow_or_Impaired,Intelligence,1
Preyy (Earth-616),https://marvel.fandom.com/wiki/Preyy_(Earth-616),Slow_or_Impaired,Intelligence,1
Punisher (Galactus' Robot) (Earth-616),https://marvel.fandom.com/wiki/Punisher_(Galactus%27_Robot)_(Earth-616),Slow_or_Impaired,Intelligence,1
Puppy (Earth-616),https://marvel.fandom.com/wiki/Puppy_(Earth-616),Slow_or_Impaired,Intelligence,1
Redwing (Earth-616),https://marvel.fandom.com/wiki/Redwing_(Earth-616),Slow_or_Impaired,Intelligence,1
Replica Model X-3 (Earth-616),https://marvel.fandom.com/wiki/Replica_Model_X-3_(Earth-616),Slow_or_Impaired,Intelligence,1
Sassafras (Earth-616),https://marvel.fandom.com/wiki/Sassafras_(Earth-616),Slow_or_Impaired,Intelligence,1
Simon Garth (Earth-616),https://marvel.fandom.com/wiki/Simon_Garth_(Earth-616),Slow_or_Impaired,Intelligence,1
Sister Nil (Earth-616),https://marvel.fandom.com/wiki/Sister_Nil_(Earth-616),Slow_or_Impaired,Intelligence,1
Strider (Earth-616),https://marvel.fandom.com/wiki/Strider_(Earth-616),Slow_or_Impaired,Intelligence,1
Sumner Beckwith (Earth-616),https://marvel.fandom.com/wiki/Sumner_Beckwith_(Earth-616),Slow_or_Impaired,Intelligence,1
Super-Ego (Earth-616),https://marvel.fandom.com/wiki/Super-Ego_(Earth-616),Slow_or_Impaired,Intelligence,1
TESS-One (Earth-616),https://marvel.fandom.com/wiki/TESS-One_(Earth-616),Slow_or_Impaired,Intelligence,1
Theodore Sallis (Earth-616),https://marvel.fandom.com/wiki/Theodore_Sallis_(Earth-616),Slow_or_Impaired,Intelligence,1
Thermal Man (Earth-616),https://marvel.fandom.com/wiki/Thermal_Man_(Earth-616),Slow_or_Impaired,Intelligence,1
Tomazooma (Robot) (Earth-616),https://marvel.fandom.com/wiki/Tomazooma_(Robot)_(Earth-616),Slow_or_Impaired,Intelligence,1
Ultimo (Earth-616),https://marvel.fandom.com/wiki/Ultimo_(Earth-616),Slow_or_Impaired,Intelligence,1
Uncegila (Earth-616),https://marvel.fandom.com/wiki/Uncegila_(Earth-616),Slow_or_Impaired,Intelligence,1
Valinor (Earth-616),https://marvel.fandom.com/wiki/Valinor_(Earth-616),Slow_or_Impaired,Intelligence,1
Videoman (Earth-616),https://marvel.fandom.com/wiki/Videoman_(Earth-616),Slow_or_Impaired,Intelligence,1
Vixen (British Crimelord) (Earth-616),https://marvel.fandom.com/wiki/Vixen_(British_Crimelord)_(Earth-616),Slow_or_Impaired,Intelligence,1
William McLaughlin (Earth-616),https://marvel.fandom.com/wiki/William_McLaughlin_(Earth-616),Slow_or_Impaired,Intelligence,1
William Taurens (Earth-616),https://marvel.fandom.com/wiki/William_Taurens_(Earth-616),Slow_or_Impaired,Intelligence,1
Wundarr (Earth-616),https://marvel.fandom.com/wiki/Wundarr_(Earth-616),Slow_or_Impaired,Intelligence,1
Xanth (Earth-81049),https://marvel.fandom.com/wiki/Xanth_(Earth-81049),Slow_or_Impaired,Intelligence,1
Zabu (Earth-616),https://marvel.fandom.com/wiki/Zabu_(Earth-616),Slow_or_Impaired,Intelligence,1
Zaniac (Earth-616),https://marvel.fandom.com/wiki/Zaniac_(Earth-616),Slow_or_Impaired,Intelligence,1
Zar (Earth-616),https://marvel.fandom.com/wiki/Zar_(Earth-616),Slow_or_Impaired,Intelligence,1
Zzzax (Earth-616),https://marvel.fandom.com/wiki/Zzzax_(Earth-616),Slow_or_Impaired,Intelligence,1
A'Sai (Earth-616),https://marvel.fandom.com/wiki/A%27Sai_(Earth-616),Normal,Intelligence,2
Aaron Chord (Earth-616),https://marvel.fandom.com/wiki/Aaron_Chord_(Earth-616),Normal,Intelligence,2
Abdul Qamar (Earth-616),https://marvel.fandom.com/wiki/Abdul_Qamar_(Earth-616),Normal,Intelligence,2
Abigail Boylen (Earth-616),https://marvel.fandom.com/wiki/Abigail_Boylen_(Earth-616),Normal,Intelligence,2
Abyss (Cosmic Sorcerer) (Earth-616),https://marvel.fandom.com/wiki/Abyss_(Cosmic_Sorcerer)_(Earth-616),Normal,Intelligence,2
Achelous (Earth-616),https://marvel.fandom.com/wiki/Achelous_(Earth-616),Normal,Intelligence,2
Adri Nital (Earth-616),https://marvel.fandom.com/wiki/Adri_Nital_(Earth-616),Normal,Intelligence,2
Adrian Corbo (Earth-616),https://marvel.fandom.com/wiki/Adrian_Corbo_(Earth-616),Normal,Intelligence,2
Aegis (Monster) (Earth-616),https://marvel.fandom.com/wiki/Aegis_(Monster)_(Earth-616),Normal,Intelligence,2
Agent X (Nijo) (Earth-616),https://marvel.fandom.com/wiki/Agent_X_(Nijo)_(Earth-616),Normal,Intelligence,2
Ahmet Abdol (Earth-616),https://marvel.fandom.com/wiki/Ahmet_Abdol_(Earth-616),Normal,Intelligence,2
Ahura Boltagon (Earth-616),https://marvel.fandom.com/wiki/Ahura_Boltagon_(Earth-616),Normal,Intelligence,2
Ai Apaec (Earth-616),https://marvel.fandom.com/wiki/Ai_Apaec_(Earth-616),Normal,Intelligence,2
Aiden Gillespie (Earth-616),https://marvel.fandom.com/wiki/Aiden_Gillespie_(Earth-616),Normal,Intelligence,2
Aireo (Earth-616),https://marvel.fandom.com/wiki/Aireo_(Earth-616),Normal,Intelligence,2
Alan Fagan (Earth-616),https://marvel.fandom.com/wiki/Alan_Fagan_(Earth-616),Normal,Intelligence,2
Alana Jobson (Earth-616),https://marvel.fandom.com/wiki/Alana_Jobson_(Earth-616),Normal,Intelligence,2
Alejandra Jones (Earth-616),https://marvel.fandom.com/wiki/Alejandra_Jones_(Earth-616),Normal,Intelligence,2
Aleksei Sytsevich (Earth-616),https://marvel.fandom.com/wiki/Aleksei_Sytsevich_(Earth-616),Normal,Intelligence,2
Aleksey Lebedev (Earth-616),https://marvel.fandom.com/wiki/Aleksey_Lebedev_(Earth-616),Normal,Intelligence,2
Aleta Ogord (Earth-691),https://marvel.fandom.com/wiki/Aleta_Ogord_(Earth-691),Normal,Intelligence,2
Alex Wildman (Earth-616),https://marvel.fandom.com/wiki/Alex_Wildman_(Earth-616),Normal,Intelligence,2
Alexander Aaron (Earth-616),https://marvel.fandom.com/wiki/Alexander_Aaron_(Earth-616),Normal,Intelligence,2
Alexander Ellis (Earth-616),https://marvel.fandom.com/wiki/Alexander_Ellis_(Earth-616),Normal,Intelligence,2
Alexander Woolcot (Earth-616),https://marvel.fandom.com/wiki/Alexander_Woolcot_(Earth-616),Normal,Intelligence,2
Alfonso Lopez (Earth-616),https://marvel.fandom.com/wiki/Alfonso_Lopez_(Earth-616),Normal,Intelligence,2
Alioth (Temporal Limbo),https://marvel.fandom.com/wiki/Alioth_(Temporal_Limbo),Normal,Intelligence,2
Alisher Sham (Earth-616),https://marvel.fandom.com/wiki/Alisher_Sham_(Earth-616),Normal,Intelligence,2
Alison Blaire (Earth-295),https://marvel.fandom.com/wiki/Alison_Blaire_(Earth-295),Normal,Intelligence,2
Alison Blaire (Earth-1610),https://marvel.fandom.com/wiki/Alison_Blaire_(Earth-1610),Normal,Intelligence,2
Allan Lewis (Earth-616),https://marvel.fandom.com/wiki/Allan_Lewis_(Earth-616),Normal,Intelligence,2
Alysande Stuart (Earth-9809),https://marvel.fandom.com/wiki/Alysande_Stuart_(Earth-9809),Normal,Intelligence,2
Amara Aquilla (Earth-616),https://marvel.fandom.com/wiki/Amara_Aquilla_(Earth-616),Normal,Intelligence,2
Ambrose Meek (Earth-616),https://marvel.fandom.com/wiki/Ambrose_Meek_(Earth-616),Normal,Intelligence,2
Amelia Weatherly (Earth-616),https://marvel.fandom.com/wiki/Amelia_Weatherly_(Earth-616),Normal,Intelligence,2
American Samurai (Earth-616),https://marvel.fandom.com/wiki/American_Samurai_(Earth-616),Normal,Intelligence,2
Amiko Kobayashi (Earth-616),https://marvel.fandom.com/wiki/Amiko_Kobayashi_(Earth-616),Normal,Intelligence,2
Amphibius (Earth-616),https://marvel.fandom.com/wiki/Amphibius_(Earth-616),Normal,Intelligence,2
Ana Shwartz (Earth-616),https://marvel.fandom.com/wiki/Ana_Shwartz_(Earth-616),Normal,Intelligence,2
Ananastasia Rinaldi (Earth-616),https://marvel.fandom.com/wiki/Ananastasia_Rinaldi_(Earth-616),Normal,Intelligence,2
Andrea Benton (Earth-616),https://marvel.fandom.com/wiki/Andrea_Benton_(Earth-616),Normal,Intelligence,2
Andrea Roarke (Earth-616),https://marvel.fandom.com/wiki/Andrea_Roarke_(Earth-616),Normal,Intelligence,2
Andrea von Strucker (Clone) (Earth-616),https://marvel.fandom.com/wiki/Andrea_von_Strucker_(Clone)_(Earth-616),Normal,Intelligence,2
Andrea von Strucker (Earth-616),https://marvel.fandom.com/wiki/Andrea_von_Strucker_(Earth-616),Normal,Intelligence,2
Andreas von Strucker (Earth-616),https://marvel.fandom.com/wiki/Andreas_von_Strucker_(Earth-616),Normal,Intelligence,2
Andrew Graves (Earth-616),https://marvel.fandom.com/wiki/Andrew_Graves_(Earth-616),Normal,Intelligence,2
Android Man (Earth-616),https://marvel.fandom.com/wiki/Android_Man_(Earth-616),Normal,Intelligence,2
Andromeda Attumasen (Earth-616),https://marvel.fandom.com/wiki/Andromeda_Attumasen_(Earth-616),Normal,Intelligence,2
André Gerard (Earth-616),https://marvel.fandom.com/wiki/Andr%C3%A9_Gerard_(Earth-616),Normal,Intelligence,2
Anelle (Earth-616),https://marvel.fandom.com/wiki/Anelle_(Earth-616),Normal,Intelligence,2
Angel Dust (Christina) (Earth-616),https://marvel.fandom.com/wiki/Angel_Dust_(Christina)_(Earth-616),Normal,Intelligence,2
Angel Salvadore (Earth-616),https://marvel.fandom.com/wiki/Angel_Salvadore_(Earth-616),Normal,Intelligence,2
Angela Cairn (Earth-616),https://marvel.fandom.com/wiki/Angela_Cairn_(Earth-616),Normal,Intelligence,2
Angelica Jones (Earth-616),https://marvel.fandom.com/wiki/Angelica_Jones_(Earth-616),Normal,Intelligence,2
Angelina Brancale (Earth-616),https://marvel.fandom.com/wiki/Angelina_Brancale_(Earth-616),Normal,Intelligence,2
Angelo Espinosa (Earth-616),https://marvel.fandom.com/wiki/Angelo_Espinosa_(Earth-616),Normal,Intelligence,2
Anna Watson (Earth-616),https://marvel.fandom.com/wiki/Anna_Watson_(Earth-616),Normal,Intelligence,2
Annalee (Earth-616),https://marvel.fandom.com/wiki/Annalee_(Earth-616),Normal,Intelligence,2
Anne Weying (Earth-616),https://marvel.fandom.com/wiki/Anne_Weying_(Earth-616),Normal,Intelligence,2
Anne-Marie Cortez (Earth-616),https://marvel.fandom.com/wiki/Anne-Marie_Cortez_(Earth-616),Normal,Intelligence,2
Anti-Cap (Earth-616),https://marvel.fandom.com/wiki/Anti-Cap_(Earth-616),Normal,Intelligence,2
Antoine Delsoin (Earth-616),https://marvel.fandom.com/wiki/Antoine_Delsoin_(Earth-616),Normal,Intelligence,2
Anton Miguel Rodriquez (Earth-616),https://marvel.fandom.com/wiki/Anton_Miguel_Rodriquez_(Earth-616),Normal,Intelligence,2
Antonio Rodriguez (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rodriguez_(Earth-616),Normal,Intelligence,2
Antonio Rojo (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rojo_(Earth-616),Normal,Intelligence,2
Apache Kid (Rosa) (Earth-616),https://marvel.fandom.com/wiki/Apache_Kid_(Rosa)_(Earth-616),Normal,Intelligence,2
Ape (Old West) (Earth-616),https://marvel.fandom.com/wiki/Ape_(Old_West)_(Earth-616),Normal,Intelligence,2
April Parker (Earth-982),https://marvel.fandom.com/wiki/April_Parker_(Earth-982),Normal,Intelligence,2
Arc (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Arc_(Imperial_Guard)_(Earth-616),Normal,Intelligence,2
Archibald Dyker (Earth-616),https://marvel.fandom.com/wiki/Archibald_Dyker_(Earth-616),Normal,Intelligence,2
Ard-Con (Earth-616),https://marvel.fandom.com/wiki/Ard-Con_(Earth-616),Normal,Intelligence,2
Ardina (Earth-616),https://marvel.fandom.com/wiki/Ardina_(Earth-616),Normal,Intelligence,2
Ares (Earth-616),https://marvel.fandom.com/wiki/Ares_(Earth-616),Normal,Intelligence,2
Aria (Earth-616),https://marvel.fandom.com/wiki/Aria_(Earth-616),Normal,Intelligence,2
Ariel Tremmore (Earth-616),https://marvel.fandom.com/wiki/Ariel_Tremmore_(Earth-616),Normal,Intelligence,2
Arkady Rossovich (Earth-616),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-616),Normal,Intelligence,2
Arkady Rossovich (Earth-1610),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-1610),Normal,Intelligence,2
Arkon (Earth-616),https://marvel.fandom.com/wiki/Arkon_(Earth-616),Normal,Intelligence,2
Armorer (Earth-616),https://marvel.fandom.com/wiki/Armorer_(Earth-616),Normal,Intelligence,2
Arnold Lundberg (Earth-616),https://marvel.fandom.com/wiki/Arnold_Lundberg_(Earth-616),Normal,Intelligence,2
Arthur Centino (Earth-1610),https://marvel.fandom.com/wiki/Arthur_Centino_(Earth-1610),Normal,Intelligence,2
Arthur Douglas (Earth-616),https://marvel.fandom.com/wiki/Arthur_Douglas_(Earth-616),Normal,Intelligence,2
Arthur Stacy (Earth-616),https://marvel.fandom.com/wiki/Arthur_Stacy_(Earth-616),Normal,Intelligence,2
Ashley Barton (Earth-807128),https://marvel.fandom.com/wiki/Ashley_Barton_(Earth-807128),Normal,Intelligence,2
Ashley Crawford (Earth-616),https://marvel.fandom.com/wiki/Ashley_Crawford_(Earth-616),Normal,Intelligence,2
Astra (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Astra_(Imperial_Guard)_(Earth-616),Normal,Intelligence,2
Attuma (Earth-616),https://marvel.fandom.com/wiki/Attuma_(Earth-616),Normal,Intelligence,2
Ava Ayala (Earth-616),https://marvel.fandom.com/wiki/Ava_Ayala_(Earth-616),Normal,Intelligence,2
Avery Connor (Earth-616),https://marvel.fandom.com/wiki/Avery_Connor_(Earth-616),Normal,Intelligence,2
Awesome Android (Earth-616),https://marvel.fandom.com/wiki/Awesome_Android_(Earth-616),Normal,Intelligence,2
Axel Cluney (Earth-616),https://marvel.fandom.com/wiki/Axel_Cluney_(Earth-616),Normal,Intelligence,2
B'nee and C'cil (Earth-616),https://marvel.fandom.com/wiki/B%27nee_and_C%27cil_(Earth-616),Normal,Intelligence,2
Balder Odinson (Earth-616),https://marvel.fandom.com/wiki/Balder_Odinson_(Earth-616),Normal,Intelligence,2
Bambina Arbogast (Earth-616),https://marvel.fandom.com/wiki/Bambina_Arbogast_(Earth-616),Normal,Intelligence,2
Barbara Robb (Earth-616),https://marvel.fandom.com/wiki/Barbara_Robb_(Earth-616),Normal,Intelligence,2
Barbarus (Earth-616),https://marvel.fandom.com/wiki/Barbarus_(Earth-616),Normal,Intelligence,2
Barnabus Mullen (Earth-616),https://marvel.fandom.com/wiki/Barnabus_Mullen_(Earth-616),Normal,Intelligence,2
Battering Ram (Earth-616),https://marvel.fandom.com/wiki/Battering_Ram_(Earth-616),Normal,Intelligence,2
Beatta Dubiel (Earth-616),https://marvel.fandom.com/wiki/Beatta_Dubiel_(Earth-616),Normal,Intelligence,2
Beautiful Dreamer (Morlock) (Earth-616),https://marvel.fandom.com/wiki/Beautiful_Dreamer_(Morlock)_(Earth-616),Normal,Intelligence,2
Beckah Parker (Earth-616),https://marvel.fandom.com/wiki/Beckah_Parker_(Earth-616),Normal,Intelligence,2
Bella Donna Boudreaux (Earth-616),https://marvel.fandom.com/wiki/Bella_Donna_Boudreaux_(Earth-616),Normal,Intelligence,2
Benjamin Beckley (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Beckley_(Earth-616),Normal,Intelligence,2
Benjamin Grimm (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-1610),Normal,Intelligence,2
Benjamin Grimm (Earth-50701),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-50701),Normal,Intelligence,2
Benjamin Parker (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-616),Normal,Intelligence,2
Benjamin Parker (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-1610),Normal,Intelligence,2
Benjamin Parker (Earth-6078),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-6078),Normal,Intelligence,2
Benjamin Ruff (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Ruff_(Earth-616),Normal,Intelligence,2
Benjamin Urich (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Urich_(Earth-616),Normal,Intelligence,2
Bennet du Paris (Earth-616),https://marvel.fandom.com/wiki/Bennet_du_Paris_(Earth-616),Normal,Intelligence,2
Berserker (Primitive) (Earth-616),https://marvel.fandom.com/wiki/Berserker_(Primitive)_(Earth-616),Normal,Intelligence,2
Bessie (Earth-616),https://marvel.fandom.com/wiki/Bessie_(Earth-616),Normal,Intelligence,2
Beta Ray Bill (Earth-616),https://marvel.fandom.com/wiki/Beta_Ray_Bill_(Earth-616),Normal,Intelligence,2
Bete Noir (Earth-616),https://marvel.fandom.com/wiki/Bete_Noir_(Earth-616),Normal,Intelligence,2
Bethany Cabe (Earth-616),https://marvel.fandom.com/wiki/Bethany_Cabe_(Earth-616),Normal,Intelligence,2
Bird-Brain (Earth-616),https://marvel.fandom.com/wiki/Bird-Brain_(Earth-616),Normal,Intelligence,2
Black Brigade (Earth-616),https://marvel.fandom.com/wiki/Black_Brigade_(Earth-616),Normal,Intelligence,2
Black Fox (Thief) (Earth-616),https://marvel.fandom.com/wiki/Black_Fox_(Thief)_(Earth-616),Normal,Intelligence,2
Blackagar Boltagon (Earth-616),https://marvel.fandom.com/wiki/Blackagar_Boltagon_(Earth-616),Normal,Intelligence,2
Blackie Drago (Earth-1610),https://marvel.fandom.com/wiki/Blackie_Drago_(Earth-1610),Normal,Intelligence,2
Blackie Gaxton (Earth-616),https://marvel.fandom.com/wiki/Blackie_Gaxton_(Earth-616),Normal,Intelligence,2
